App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Fantastic Analyzer 5,"Very disappointing, too many ads.",Negative,-0.8731,0.5813
Fantastic Analyzer 5,Very frustrating experience using this app.,Negative,-0.6973,0.9023
Fantastic Analyzer 5,Works well enough for my needs.,Neutral,-0.0498,0.7327
Fantastic Analyzer 5,Works perfectly on my device. No issues at all.,Positive,0.9654,0.9276
Fantastic Analyzer 5,Excellent features and intuitive interface.,Positive,0.7072,0.4034
Fantastic Analyzer 5,Best app in this category. Highly recommended!,Positive,0.7527,0.7211
Pro Monitor 3,Excellent features and intuitive interface.,Positive,0.7445,0.4532
Pro Monitor 3,Amazing performance and great UI.,Positive,0.6469,0.4933
Pro Monitor 3,Very frustrating experience using this app.,Negative,-0.7523,0.967
Pro Monitor 3,Very frustrating experience using this app.,Negative,-0.7844,0.314
Pro Monitor 3,Needs a lot of improvements.,Negative,-0.8393,0.6322
Pro Monitor 3,The app is very slow and buggy.,Negative,-0.8975,0.6228
Pro Monitor 3,Great app! Love it!,Positive,0.6024,0.9155
Pro Monitor 3,I'm very satisfied with this app.,Positive,0.704,0.4244
Pro Monitor 3,Amazing performance and great UI.,Positive,0.9825,0.6175
Pro Monitor 3,The app is very slow and buggy.,Negative,-0.9247,0.6228
Premium Camera 2,Works perfectly on my device. No issues at all.,Positive,0.6833,0.9861
Premium Camera 2,Amazing performance and great UI.,Positive,0.5958,0.3992
Premium Camera 2,Great app! Love it!,Positive,0.7225,0.9919
Premium Camera 2,"Waste of money, don't buy it.",Negative,-0.5233,0.4134
Premium Camera 2,"Very disappointing, too many ads.",Negative,-0.553,0.4269
Premium Camera 2,Very useful and easy to use.,Positive,0.757,0.8812
Premium Camera 2,Excellent features and intuitive interface.,Positive,0.7042,0.7694
Premium Camera 2,I'm very satisfied with this app.,Positive,0.5147,0.8274
Premium Camera 2,It's alright for occasional use.,Neutral,-0.3884,0.7574
Premium Camera 2,This app is exactly what I was looking for!,Positive,0.6876,0.8248
Pro Compass 5,Best app in this category. Highly recommended!,Positive,0.7136,0.5007
Pro Compass 5,The app is very helpful and well designed.,Positive,0.8148,0.7009
Pro Compass 5,Excellent features and intuitive interface.,Positive,0.6658,0.4561
Pro Compass 5,Excellent features and intuitive interface.,Positive,0.7376,0.3401
Pro Compass 5,"Waste of money, don't buy it.",Negative,-0.9003,0.6814
Pro Compass 5,Average app with basic functionality.,Neutral,-0.3508,0.9805
Pro Compass 5,Amazing performance and great UI.,Positive,0.9459,0.4433
Pro Compass 5,Needs a lot of improvements.,Negative,-0.7643,0.4002
Pro Compass 5,The app is very slow and buggy.,Negative,-0.5181,0.4018
Pro Compass 5,"Some features are good, others need work.",Neutral,-0.2251,0.6109
Pro Assistant 1,It's alright for occasional use.,Neutral,0.1697,0.9532
Pro Assistant 1,"Some features are good, others need work.",Neutral,0.2267,0.4569
Pro Assistant 1,Excellent features and intuitive interface.,Positive,0.7544,0.3857
Pro Assistant 1,Excellent features and intuitive interface.,Positive,0.9441,0.5287
Pro Assistant 1,Amazing performance and great UI.,Positive,0.5983,0.8755
Pro Assistant 1,I'm very satisfied with this app.,Positive,0.6622,0.5655
Pro Assistant 1,Didn't work as advertised. Uninstalled.,Negative,-0.8119,0.3893
Pro Assistant 1,The app is very slow and buggy.,Negative,-0.7962,0.8751
Pro Assistant 1,This app is amazing. I use it every day.,Positive,0.7392,0.7599
Pro Assistant 1,Needs a lot of improvements.,Negative,-0.5416,0.527
Simple Assistant 8,Great app! Love it!,Positive,0.7934,0.8883
Simple Assistant 8,I'm very satisfied with this app.,Positive,0.6095,0.3561
Simple Assistant 8,The app is very slow and buggy.,Negative,-0.8455,0.3305
Simple Assistant 8,This app is amazing. I use it every day.,Positive,0.7856,0.94
Simple Assistant 8,Works perfectly on my device. No issues at all.,Positive,0.6178,0.4674
Simple Assistant 8,Didn't work as advertised. Uninstalled.,Negative,-0.8469,0.3627
Simple Assistant 8,Very useful and easy to use.,Positive,0.5985,0.5307
Simple Assistant 8,The app is very slow and buggy.,Negative,-0.6636,0.4659
Simple Assistant 8,Didn't work as advertised. Uninstalled.,Negative,-0.6324,0.3724
Simple Assistant 8,Excellent features and intuitive interface.,Positive,0.6194,0.8852
Fantastic Manager 5,"Waste of money, don't buy it.",Negative,-0.5895,0.7552
Fantastic Manager 5,I'm having issues with the latest update.,Negative,-0.7742,0.4114
Fantastic Manager 5,Amazing performance and great UI.,Positive,0.86,0.4347
Fantastic Manager 5,The app is very slow and buggy.,Negative,-0.6152,0.9861
Fantastic Manager 5,Works well enough for my needs.,Neutral,-0.091,0.5141
Fantastic Manager 5,Amazing performance and great UI.,Positive,0.9043,0.4041
Fantastic Manager 5,Works perfectly on my device. No issues at all.,Positive,0.6952,0.6612
Fantastic Manager 5,Amazing performance and great UI.,Positive,0.8671,0.8334
Fantastic Manager 5,Great app! Love it!,Positive,0.8426,0.8639
Fantastic Manager 5,Excellent features and intuitive interface.,Positive,0.567,0.4291
Super Player 6,Needs a lot of improvements.,Negative,-0.5863,0.8421
Super Player 6,"Waste of money, don't buy it.",Negative,-0.8405,0.5618
Super Player 6,This app is exactly what I was looking for!,Positive,0.7907,0.8105
Super Player 6,I'm very satisfied with this app.,Positive,0.6548,0.7798
Super Player 6,Very frustrating experience using this app.,Negative,-0.7975,0.7964
Super Player 6,"Some features are good, others need work.",Neutral,0.2629,0.5254
Super Player 6,Very useful and easy to use.,Positive,0.5973,0.709
Super Player 6,This app is amazing. I use it every day.,Positive,0.7963,0.3973
Super Player 6,This app is exactly what I was looking for!,Positive,0.5922,0.6658
Super Player 6,Didn't work as advertised. Uninstalled.,Negative,-0.7108,0.4723
Perfect Camera 8,Needs a lot of improvements.,Negative,-0.6376,0.7509
Perfect Camera 8,This app is amazing. I use it every day.,Positive,0.8968,0.3426
Perfect Camera 8,Very frustrating experience using this app.,Negative,-0.9545,0.4843
Perfect Camera 8,Very useful and easy to use.,Positive,0.6928,0.507
Perfect Camera 8,I'm very satisfied with this app.,Positive,0.8629,0.7784
Perfect Camera 8,Poor customer support and too expensive.,Negative,-0.8625,0.3136
Perfect Camera 8,Excellent features and intuitive interface.,Positive,0.6711,0.3875
Perfect Camera 8,Needs a lot of improvements.,Negative,-0.7595,0.6895
Perfect Camera 8,Very frustrating experience using this app.,Negative,-0.8459,0.4466
Perfect Camera 8,Best app in this category. Highly recommended!,Positive,0.9465,0.8278
Quick Analyzer 9,Decent app but missing some key features.,Neutral,0.1396,0.3024
Quick Analyzer 9,The app is very helpful and well designed.,Positive,0.6555,0.3956
Quick Analyzer 9,Great app! Love it!,Positive,0.8726,0.9799
Quick Analyzer 9,Didn't work as advertised. Uninstalled.,Negative,-0.8982,0.4344
Quick Analyzer 9,Great app! Love it!,Positive,0.7766,0.4591
Quick Analyzer 9,I'm having issues with the latest update.,Negative,-0.9895,0.577
Quick Analyzer 9,"Very disappointing, too many ads.",Negative,-0.7827,0.7891
Quick Analyzer 9,This app keeps crashing on my device.,Negative,-0.9501,0.8721
Quick Analyzer 9,I'm very satisfied with this app.,Positive,0.6901,0.8986
Quick Analyzer 9,This app is amazing. I use it every day.,Positive,0.6542,0.7013
Pro Converter 9,Works perfectly on my device. No issues at all.,Positive,0.6632,0.3502
Pro Converter 9,I'm very satisfied with this app.,Positive,0.674,0.3274
Pro Converter 9,Works perfectly on my device. No issues at all.,Positive,0.8284,0.6305
Pro Converter 9,Excellent features and intuitive interface.,Positive,0.9538,0.9201
Pro Converter 9,Not worth the download. Save your time.,Negative,-0.8459,0.6549
Pro Converter 9,This app is exactly what I was looking for!,Positive,0.593,0.7589
Pro Converter 9,Works perfectly on my device. No issues at all.,Positive,0.7189,0.9651
Pro Converter 9,I'm having issues with the latest update.,Negative,-0.5623,0.6416
Pro Converter 9,This app is exactly what I was looking for!,Positive,0.7581,0.5041
Pro Converter 9,Didn't work as advertised. Uninstalled.,Negative,-0.7331,0.5023
Ultimate Converter 7,Very frustrating experience using this app.,Negative,-0.5899,0.5158
Ultimate Converter 7,"Some features are good, others need work.",Neutral,-0.2292,0.9363
Ultimate Converter 7,Not worth the download. Save your time.,Negative,-0.6313,0.7585
Ultimate Converter 7,This app is amazing. I use it every day.,Positive,0.52,0.7267
Ultimate Converter 7,The app is very slow and buggy.,Negative,-0.7955,0.4369
Ultimate Converter 7,"Some features are good, others need work.",Neutral,-0.3114,0.8694
Ultimate Converter 7,Didn't work as advertised. Uninstalled.,Negative,-0.8843,0.745
Ultimate Converter 7,Didn't work as advertised. Uninstalled.,Negative,-0.8839,0.9817
Ultimate Converter 7,This app is exactly what I was looking for!,Positive,0.7155,0.7296
Ultimate Converter 7,Great app! Love it!,Positive,0.7157,0.7964
Super Browser 5,Best app in this category. Highly recommended!,Positive,0.5059,0.7815
Super Browser 5,Best app in this category. Highly recommended!,Positive,0.5916,0.8406
Super Browser 5,Best app in this category. Highly recommended!,Positive,0.6019,0.5939
Super Browser 5,Excellent features and intuitive interface.,Positive,0.8497,0.5278
Super Browser 5,Excellent features and intuitive interface.,Positive,0.8354,0.5774
Super Browser 5,Very useful and easy to use.,Positive,0.5886,0.4016
Super Browser 5,This app is exactly what I was looking for!,Positive,0.6289,0.4137
Super Browser 5,"Some features are good, others need work.",Neutral,-0.0119,0.9705
Super Browser 5,This app is amazing. I use it every day.,Positive,0.5951,0.9979
Super Browser 5,Works perfectly on my device. No issues at all.,Positive,0.6929,0.4365
Easy Planner 3,This app is amazing. I use it every day.,Positive,0.6354,0.4124
Easy Planner 3,Very useful and easy to use.,Positive,0.5292,0.4076
Easy Planner 3,"Not bad, but not great either.",Neutral,0.2785,0.5663
Easy Planner 3,The app is very helpful and well designed.,Positive,0.8694,0.825
Easy Planner 3,Poor customer support and too expensive.,Negative,-0.956,0.8087
Easy Planner 3,Best app in this category. Highly recommended!,Positive,0.9714,0.652
Easy Planner 3,"It's just what you'd expect, nothing more.",Neutral,-0.08,0.8493
Easy Planner 3,Needs a lot of improvements.,Negative,-0.9606,0.4228
Easy Planner 3,Works perfectly on my device. No issues at all.,Positive,0.5329,0.7515
Easy Planner 3,Decent app but missing some key features.,Neutral,-0.084,0.9856
Perfect Manager 2,Works perfectly on my device. No issues at all.,Positive,0.8756,0.5185
Perfect Manager 2,Needs a lot of improvements.,Negative,-0.5545,0.8444
Perfect Manager 2,This app keeps crashing on my device.,Negative,-0.5378,0.7319
Perfect Manager 2,Very frustrating experience using this app.,Negative,-0.8798,0.7297
Perfect Manager 2,Needs a lot of improvements.,Negative,-0.8143,0.7799
Perfect Manager 2,This app is exactly what I was looking for!,Positive,0.9041,0.6865
Perfect Manager 2,Works perfectly on my device. No issues at all.,Positive,0.6087,0.9289
Perfect Manager 2,Best app in this category. Highly recommended!,Positive,0.6317,0.4806
Perfect Manager 2,Works perfectly on my device. No issues at all.,Positive,0.7794,0.9649
Perfect Manager 2,Needs a lot of improvements.,Negative,-0.6807,0.7374
Best Analyzer 4,The app is very helpful and well designed.,Positive,0.8173,0.6011
Best Analyzer 4,Excellent features and intuitive interface.,Positive,0.9946,0.5448
Best Analyzer 4,Decent app but missing some key features.,Neutral,-0.3468,0.5975
Best Analyzer 4,This app is exactly what I was looking for!,Positive,0.9833,0.8111
Best Analyzer 4,Very frustrating experience using this app.,Negative,-0.5438,0.6165
Best Analyzer 4,Excellent features and intuitive interface.,Positive,0.8564,0.3298
Best Analyzer 4,This app is exactly what I was looking for!,Positive,0.7627,0.898
Best Analyzer 4,The app is very slow and buggy.,Negative,-0.7036,0.8329
Best Analyzer 4,This app is amazing. I use it every day.,Positive,0.5491,0.9546
Best Analyzer 4,Amazing performance and great UI.,Positive,0.9024,0.4671
Easy Tracker 2,Not worth the download. Save your time.,Negative,-0.5524,0.8527
Easy Tracker 2,The app is okay but could be better.,Neutral,0.1806,0.6089
Easy Tracker 2,Very frustrating experience using this app.,Negative,-0.7657,0.7448
Easy Tracker 2,"It works, but there are better alternatives.",Neutral,-0.0717,0.6213
Easy Tracker 2,"Some features are good, others need work.",Neutral,0.1117,0.6121
Easy Tracker 2,I'm very satisfied with this app.,Positive,0.5389,0.886
Easy Tracker 2,"It works, but there are better alternatives.",Neutral,0.273,0.7541
Easy Tracker 2,Amazing performance and great UI.,Positive,0.6416,0.8136
Easy Tracker 2,The app is very slow and buggy.,Negative,-0.7838,0.7658
Easy Tracker 2,Works perfectly on my device. No issues at all.,Positive,0.7518,0.4015
Best Cleaner 7,"Very disappointing, too many ads.",Negative,-0.5654,0.9531
Best Cleaner 7,I'm having issues with the latest update.,Negative,-0.7198,0.3516
Best Cleaner 7,Very useful and easy to use.,Positive,0.8106,0.3135
Best Cleaner 7,This app is exactly what I was looking for!,Positive,0.9442,0.7013
Best Cleaner 7,Needs a lot of improvements.,Negative,-0.7743,0.4326
Best Cleaner 7,Very useful and easy to use.,Positive,0.653,0.5204
Best Cleaner 7,I'm having issues with the latest update.,Negative,-0.5563,0.589
Best Cleaner 7,This app is exactly what I was looking for!,Positive,0.5999,0.5798
Best Cleaner 7,Best app in this category. Highly recommended!,Positive,0.9083,0.8137
Best Cleaner 7,This app is exactly what I was looking for!,Positive,0.6599,0.9661
Super Wallet 8,Very frustrating experience using this app.,Negative,-0.739,0.808
Super Wallet 8,I'm very satisfied with this app.,Positive,0.6933,0.6695
Super Wallet 8,This app is amazing. I use it every day.,Positive,0.6744,0.4392
Super Wallet 8,"Some features are good, others need work.",Neutral,0.3695,0.5697
Super Wallet 8,"It's just what you'd expect, nothing more.",Neutral,0.1236,0.3593
Super Wallet 8,The app is okay but could be better.,Neutral,0.0506,0.531
Super Wallet 8,Great app! Love it!,Positive,0.6894,0.3203
Super Wallet 8,Didn't work as advertised. Uninstalled.,Negative,-0.7036,0.4124
Super Wallet 8,This app is amazing. I use it every day.,Positive,0.7198,0.3171
Super Wallet 8,Works perfectly on my device. No issues at all.,Positive,0.875,0.6212
Fantastic Monitor 2,Very useful and easy to use.,Positive,0.9174,0.6773
Fantastic Monitor 2,The app is very helpful and well designed.,Positive,0.5743,0.6154
Fantastic Monitor 2,I'm very satisfied with this app.,Positive,0.6669,0.6904
Fantastic Monitor 2,This app is exactly what I was looking for!,Positive,0.6867,0.8425
Fantastic Monitor 2,The app is very slow and buggy.,Negative,-0.6362,0.6858
Fantastic Monitor 2,Excellent features and intuitive interface.,Positive,0.6668,0.3664
Fantastic Monitor 2,This app is exactly what I was looking for!,Positive,0.6073,0.3659
Fantastic Monitor 2,This app is amazing. I use it every day.,Positive,0.9328,0.4983
Fantastic Monitor 2,This app is exactly what I was looking for!,Positive,0.9081,0.4847
Fantastic Monitor 2,Poor customer support and too expensive.,Negative,-0.942,0.3648
Fantastic Player 8,"Very disappointing, too many ads.",Negative,-0.7849,0.4067
Fantastic Player 8,This app is amazing. I use it every day.,Positive,0.5011,0.3337
Fantastic Player 8,Decent app but missing some key features.,Neutral,0.1363,0.4687
Fantastic Player 8,Excellent features and intuitive interface.,Positive,0.9742,0.7899
Fantastic Player 8,Great app! Love it!,Positive,0.834,0.4657
Fantastic Player 8,Best app in this category. Highly recommended!,Positive,0.8769,0.3317
Fantastic Player 8,Works well enough for my needs.,Neutral,-0.3596,0.9225
Fantastic Player 8,Works perfectly on my device. No issues at all.,Positive,0.8735,0.7192
Fantastic Player 8,Works perfectly on my device. No issues at all.,Positive,0.9355,0.5984
Fantastic Player 8,The app is very helpful and well designed.,Positive,0.6102,0.6789
Simple Monitor 7,Didn't work as advertised. Uninstalled.,Negative,-0.7045,0.6739
Simple Monitor 7,Poor customer support and too expensive.,Negative,-0.5841,0.4481
Simple Monitor 7,Needs a lot of improvements.,Negative,-0.7052,0.5429
Simple Monitor 7,Very useful and easy to use.,Positive,0.7899,0.8883
Simple Monitor 7,This app is amazing. I use it every day.,Positive,0.7776,0.8794
Simple Monitor 7,This app is exactly what I was looking for!,Positive,0.7892,0.461
Simple Monitor 7,This app is amazing. I use it every day.,Positive,0.6155,0.9007
Simple Monitor 7,Amazing performance and great UI.,Positive,0.5138,0.5191
Simple Monitor 7,This app keeps crashing on my device.,Negative,-0.8296,0.3142
Simple Monitor 7,Didn't work as advertised. Uninstalled.,Negative,-0.6683,0.3726
HD Assistant 4,The app is very helpful and well designed.,Positive,0.5687,0.6075
HD Assistant 4,The app is very helpful and well designed.,Positive,0.9693,0.375
HD Assistant 4,The app is very helpful and well designed.,Positive,0.9095,0.8621
HD Assistant 4,"Some features are good, others need work.",Neutral,-0.0719,0.4752
HD Assistant 4,I'm having issues with the latest update.,Negative,-0.642,0.4366
HD Assistant 4,"Very disappointing, too many ads.",Negative,-0.746,0.6948
HD Assistant 4,Decent app but missing some key features.,Neutral,-0.358,0.5248
HD Assistant 4,Works well enough for my needs.,Neutral,0.2295,0.7238
HD Assistant 4,I'm very satisfied with this app.,Positive,0.5926,0.4345
HD Assistant 4,Great app! Love it!,Positive,0.8075,0.6133
Ultimate Recorder 2,Very useful and easy to use.,Positive,0.9193,0.9856
Ultimate Recorder 2,Poor customer support and too expensive.,Negative,-0.7049,0.3328
Ultimate Recorder 2,Works perfectly on my device. No issues at all.,Positive,0.5153,0.388
Ultimate Recorder 2,Excellent features and intuitive interface.,Positive,0.5461,0.5552
Ultimate Recorder 2,I'm having issues with the latest update.,Negative,-0.9868,0.6149
Ultimate Recorder 2,Very frustrating experience using this app.,Negative,-0.7941,0.8146
Ultimate Recorder 2,Best app in this category. Highly recommended!,Positive,0.8138,0.5766
Ultimate Recorder 2,This app is exactly what I was looking for!,Positive,0.5249,0.9304
Ultimate Recorder 2,Didn't work as advertised. Uninstalled.,Negative,-0.7352,0.571
Ultimate Recorder 2,"Very disappointing, too many ads.",Negative,-0.6489,0.4472
Super Translator 2,This app is amazing. I use it every day.,Positive,0.6854,0.9131
Super Translator 2,Poor customer support and too expensive.,Negative,-0.5703,0.6023
Super Translator 2,Excellent features and intuitive interface.,Positive,0.8234,0.6784
Super Translator 2,This app is exactly what I was looking for!,Positive,0.6154,0.4799
Super Translator 2,Works perfectly on my device. No issues at all.,Positive,0.5065,0.927
Super Translator 2,I'm having issues with the latest update.,Negative,-0.8709,0.9794
Super Translator 2,Excellent features and intuitive interface.,Positive,0.7802,0.4269
Super Translator 2,I'm having issues with the latest update.,Negative,-0.8886,0.9784
Super Translator 2,Needs a lot of improvements.,Negative,-0.8303,0.4744
Super Translator 2,"Waste of money, don't buy it.",Negative,-0.6273,0.6439
Easy Tracker 2,Didn't work as advertised. Uninstalled.,Negative,-0.5669,0.7086
Easy Tracker 2,Works perfectly on my device. No issues at all.,Positive,0.6528,0.4669
Easy Tracker 2,Great app! Love it!,Positive,0.8199,0.5334
Easy Tracker 2,"Waste of money, don't buy it.",Negative,-0.6851,0.3172
Easy Tracker 2,The app is very slow and buggy.,Negative,-0.5385,0.9629
Easy Tracker 2,This app keeps crashing on my device.,Negative,-0.6461,0.79
Easy Tracker 2,Best app in this category. Highly recommended!,Positive,0.731,0.8985
Easy Tracker 2,This app is exactly what I was looking for!,Positive,0.5121,0.4749
Easy Tracker 2,Great app! Love it!,Positive,0.5858,0.8352
Easy Tracker 2,Excellent features and intuitive interface.,Positive,0.8118,0.8089
Premium Recorder 2,"Very disappointing, too many ads.",Negative,-0.7399,0.9905
Premium Recorder 2,"It works, but there are better alternatives.",Neutral,0.1481,0.4873
Premium Recorder 2,The app is very helpful and well designed.,Positive,0.7472,0.3294
Premium Recorder 2,Excellent features and intuitive interface.,Positive,0.9666,0.7174
Premium Recorder 2,This app is exactly what I was looking for!,Positive,0.9369,0.5162
Premium Recorder 2,The app is very slow and buggy.,Negative,-0.6241,0.3032
Premium Recorder 2,This app is exactly what I was looking for!,Positive,0.6116,0.3465
Premium Recorder 2,The app is very helpful and well designed.,Positive,0.8311,0.8546
Premium Recorder 2,Poor customer support and too expensive.,Negative,-0.8348,0.895
Premium Recorder 2,This app is amazing. I use it every day.,Positive,0.6441,0.344
Perfect Tracker 7,Amazing performance and great UI.,Positive,0.6207,0.7942
Perfect Tracker 7,Excellent features and intuitive interface.,Positive,0.8781,0.3251
Perfect Tracker 7,Not worth the download. Save your time.,Negative,-0.788,0.5195
Perfect Tracker 7,"Waste of money, don't buy it.",Negative,-0.627,0.6462
Perfect Tracker 7,Excellent features and intuitive interface.,Positive,0.5502,0.5318
Perfect Tracker 7,Excellent features and intuitive interface.,Positive,0.9474,0.6175
Perfect Tracker 7,This app is amazing. I use it every day.,Positive,0.5576,0.6018
Perfect Tracker 7,Best app in this category. Highly recommended!,Positive,0.6387,0.6721
Perfect Tracker 7,Didn't work as advertised. Uninstalled.,Negative,-0.5834,0.6837
Perfect Tracker 7,Didn't work as advertised. Uninstalled.,Negative,-0.7862,0.3433
Premium Notes 1,Very frustrating experience using this app.,Negative,-0.5407,0.5929
Premium Notes 1,Needs a lot of improvements.,Negative,-0.7588,0.4324
Premium Notes 1,It's alright for occasional use.,Neutral,0.1849,0.5202
Premium Notes 1,Very useful and easy to use.,Positive,0.5466,0.512
Premium Notes 1,This app is exactly what I was looking for!,Positive,0.7833,0.5602
Premium Notes 1,The app is very slow and buggy.,Negative,-0.8624,0.7164
Premium Notes 1,Great app! Love it!,Positive,0.8583,0.3703
Premium Notes 1,Not worth the download. Save your time.,Negative,-0.8725,0.4245
Premium Notes 1,This app is exactly what I was looking for!,Positive,0.5974,0.8118
Premium Notes 1,I'm very satisfied with this app.,Positive,0.8417,0.666
Ultimate Monitor 9,Didn't work as advertised. Uninstalled.,Negative,-0.714,0.9643
Ultimate Monitor 9,Excellent features and intuitive interface.,Positive,0.75,0.7882
Ultimate Monitor 9,The app is very helpful and well designed.,Positive,0.5146,0.6078
Ultimate Monitor 9,This app is exactly what I was looking for!,Positive,0.9212,0.6299
Ultimate Monitor 9,Acceptable performance with some minor issues.,Neutral,0.2188,0.8165
Ultimate Monitor 9,The app is very helpful and well designed.,Positive,0.7222,0.9863
Ultimate Monitor 9,Amazing performance and great UI.,Positive,0.657,0.6166
Ultimate Monitor 9,"Very disappointing, too many ads.",Negative,-0.6963,0.766
Ultimate Monitor 9,Works perfectly on my device. No issues at all.,Positive,0.6416,0.3763
Ultimate Monitor 9,"Very disappointing, too many ads.",Negative,-0.7845,0.6968
Perfect Monitor 9,"Very disappointing, too many ads.",Negative,-0.9302,0.8484
Perfect Monitor 9,It's alright for occasional use.,Neutral,0.2014,0.7635
Perfect Monitor 9,Great app! Love it!,Positive,0.919,0.6808
Perfect Monitor 9,This app keeps crashing on my device.,Negative,-0.7756,0.3849
Perfect Monitor 9,Excellent features and intuitive interface.,Positive,0.6224,0.9335
Perfect Monitor 9,Not worth the download. Save your time.,Negative,-0.5956,0.6799
Perfect Monitor 9,Best app in this category. Highly recommended!,Positive,0.5337,0.9782
Perfect Monitor 9,It's alright for occasional use.,Neutral,0.3456,0.3288
Perfect Monitor 9,"Waste of money, don't buy it.",Negative,-0.8884,0.6092
Perfect Monitor 9,Didn't work as advertised. Uninstalled.,Negative,-0.984,0.6552
Simple Browser 4,"Very disappointing, too many ads.",Negative,-0.9431,0.6593
Simple Browser 4,Excellent features and intuitive interface.,Positive,0.6212,0.7464
Simple Browser 4,Excellent features and intuitive interface.,Positive,0.8909,0.6223
Simple Browser 4,"It works, but there are better alternatives.",Neutral,-0.3673,0.834
Simple Browser 4,Poor customer support and too expensive.,Negative,-0.6256,0.5334
Simple Browser 4,"Waste of money, don't buy it.",Negative,-0.963,0.4852
Simple Browser 4,Amazing performance and great UI.,Positive,0.5896,0.5157
Simple Browser 4,I'm very satisfied with this app.,Positive,0.9041,0.5851
Simple Browser 4,I'm very satisfied with this app.,Positive,0.5913,0.7805
Simple Browser 4,Very useful and easy to use.,Positive,0.8856,0.5903
Cool Calculator 1,Great app! Love it!,Positive,0.5754,0.3311
Cool Calculator 1,Didn't work as advertised. Uninstalled.,Negative,-0.8974,0.8826
Cool Calculator 1,Excellent features and intuitive interface.,Positive,0.8852,0.6989
Cool Calculator 1,Very frustrating experience using this app.,Negative,-0.8656,0.608
Cool Calculator 1,Great app! Love it!,Positive,0.7329,0.4564
Cool Calculator 1,The app is very slow and buggy.,Negative,-0.5923,0.6171
Cool Calculator 1,The app is very helpful and well designed.,Positive,0.7081,0.9228
Cool Calculator 1,It's alright for occasional use.,Neutral,0.2911,0.6556
Cool Calculator 1,"It's just what you'd expect, nothing more.",Neutral,0.194,0.7071
Cool Calculator 1,I'm very satisfied with this app.,Positive,0.7714,0.4814
Fantastic Recorder 8,Amazing performance and great UI.,Positive,0.7925,0.4951
Fantastic Recorder 8,The app is very helpful and well designed.,Positive,0.7895,0.459
Fantastic Recorder 8,Works perfectly on my device. No issues at all.,Positive,0.7725,0.7703
Fantastic Recorder 8,I'm very satisfied with this app.,Positive,0.7716,0.5113
Fantastic Recorder 8,Very frustrating experience using this app.,Negative,-0.9824,0.6116
Fantastic Recorder 8,Excellent features and intuitive interface.,Positive,0.6762,0.8746
Fantastic Recorder 8,The app is very helpful and well designed.,Positive,0.8863,0.7906
Fantastic Recorder 8,The app is very helpful and well designed.,Positive,0.6815,0.4868
Fantastic Recorder 8,This app is exactly what I was looking for!,Positive,0.6385,0.4695
Fantastic Recorder 8,Very frustrating experience using this app.,Negative,-0.8652,0.7552
Premium Analyzer 4,Works perfectly on my device. No issues at all.,Positive,0.5137,0.3023
Premium Analyzer 4,Best app in this category. Highly recommended!,Positive,0.7766,0.5324
Premium Analyzer 4,Very useful and easy to use.,Positive,0.5441,0.772
Premium Analyzer 4,This app is amazing. I use it every day.,Positive,0.5518,0.6637
Premium Analyzer 4,Very useful and easy to use.,Positive,0.6451,0.9784
Premium Analyzer 4,This app is exactly what I was looking for!,Positive,0.9916,0.4522
Premium Analyzer 4,Works well enough for my needs.,Neutral,0.2609,0.3627
Premium Analyzer 4,This app is exactly what I was looking for!,Positive,0.6858,0.9869
Premium Analyzer 4,Excellent features and intuitive interface.,Positive,0.503,0.7989
Premium Analyzer 4,I'm very satisfied with this app.,Positive,0.5784,0.3306
Amazing Player 9,Poor customer support and too expensive.,Negative,-0.8851,0.3059
Amazing Player 9,"It works, but there are better alternatives.",Neutral,-0.3394,0.7085
Amazing Player 9,The app is very helpful and well designed.,Positive,0.7975,0.392
Amazing Player 9,Works perfectly on my device. No issues at all.,Positive,0.7794,0.3834
Amazing Player 9,This app is amazing. I use it every day.,Positive,0.5099,0.4385
Amazing Player 9,Best app in this category. Highly recommended!,Positive,0.9463,0.8384
Amazing Player 9,Acceptable performance with some minor issues.,Neutral,-0.1017,0.9143
Amazing Player 9,This app is amazing. I use it every day.,Positive,0.9748,0.6844
Amazing Player 9,I'm very satisfied with this app.,Positive,0.747,0.7324
Amazing Player 9,I'm having issues with the latest update.,Negative,-0.7691,0.989
Perfect Calculator 5,This app is exactly what I was looking for!,Positive,0.9963,0.316
Perfect Calculator 5,The app is very helpful and well designed.,Positive,0.7518,0.6911
Perfect Calculator 5,This app is amazing. I use it every day.,Positive,0.506,0.7778
Perfect Calculator 5,Poor customer support and too expensive.,Negative,-0.8659,0.8744
Perfect Calculator 5,Didn't work as advertised. Uninstalled.,Negative,-0.7774,0.4903
Perfect Calculator 5,"Waste of money, don't buy it.",Negative,-0.9195,0.6732
Perfect Calculator 5,"It's just what you'd expect, nothing more.",Neutral,-0.3694,0.9488
Perfect Calculator 5,Best app in this category. Highly recommended!,Positive,0.72,0.945
Perfect Calculator 5,This app keeps crashing on my device.,Negative,-0.8096,0.7673
Perfect Calculator 5,"Not bad, but not great either.",Neutral,0.2359,0.6078
Premium Converter 9,"Waste of money, don't buy it.",Negative,-0.7731,0.92
Premium Converter 9,I'm very satisfied with this app.,Positive,0.5776,0.3898
Premium Converter 9,Great app! Love it!,Positive,0.9294,0.6921
